id,nombre,precio,localidad,tipoProducto
121,Raddie,$491.91,10,6
122,Carlynne,$37.14,1,1
123,Somerset,$135.72,2,6
124,Sauveur,$687.83,6,6
125,Rodolfo,$556.21,5,3
126,Regan,$619.31,6,3
127,Sunny,$697.46,6,9
128,Alyssa,$587.62,4,1
129,Roxi,$933.15,8,10
130,Linnea,$145.23,10,3
131,Samara,$913.08,7,1
132,Kamilah,$738.59,5,7
133,Rorke,$108.78,10,2
134,Ardyce,$911.13,10,6
135,Cyrill,$73.18,8,8
136,Gratiana,$871.34,8,9
137,Riva,$505.91,6,8
138,Augustus,$552.46,7,6
139,Cash,$635.86,7,8
140,Jaquelyn,$825.17,4,3
141,Ketti,$545.31,2,4
142,Mackenzie,$549.70,1,8
143,Jolene,$902.41,10,9
144,Skippy,$640.36,3,8
145,Jordanna,$323.10,8,4
146,Peyton,$29.27,10,10
147,Alano,$435.89,1,5
148,Verina,$463.19,2,3
149,Rosemary,$692.11,9,6
150,Cecilla,$788.05,10,7
151,Halsy,$447.88,10,7
152,Selene,$600.02,6,2
153,Olympia,$141.72,8,3
154,Sonnie,$964.47,2,6
155,Yorgos,$761.42,3,3
156,Umberto,$632.09,7,3
157,Lola,$721.95,9,4
158,Haywood,$525.64,4,10
159,Mollee,$171.00,3,6
160,Egor,$698.83,8,6
161,Adda,$526.67,1,7
162,Jaime,$664.77,10,9
163,Rois,$839.07,2,4
164,Vidovic,$169.40,2,3
165,Camey,$64.80,4,1
166,Fanchon,$854.58,4,4
167,Gayle,$178.54,2,10
168,Amelia,$660.07,8,3
169,Nil,$754.01,10,3
170,Greer,$414.49,3,9
171,Frasquito,$60.03,6,10
172,Therine,$912.77,10,7
173,Ced,$69.39,4,3
174,Andrew,$230.32,4,4
175,Tye,$856.89,2,3
176,Josey,$366.49,7,8
177,Ives,$14.92,1,4
178,Rahel,$492.29,2,1
179,Ryley,$711.18,9,10
180,Lusa,$231.17,6,7
181,Derwin,$527.46,4,1
182,Dorena,$293.44,5,7
183,Rosamond,$584.25,2,5
184,Merl,$862.89,8,1
185,Garey,$44.94,10,6
186,Melli,$722.49,2,10
187,Jenni,$527.82,4,10
188,Aubert,$875.58,8,3
189,Carney,$413.65,1,1
190,Malina,$32.23,9,3
191,Erwin,$392.90,8,5
192,Horace,$696.64,4,6
193,Mendy,$508.66,10,9
194,Sim,$602.89,1,5
195,Ambrose,$6.50,6,3
196,Melvin,$552.12,4,4
197,Sherwynd,$40.38,6,9
198,Ebonee,$932.46,9,9
199,Arlan,$313.76,8,5
200,Clerc,$646.17,6,3
201,Patty,$344.66,4,7
202,Kathe,$706.04,7,3
203,Marci,$230.74,10,3
204,Barret,$780.87,9,1
205,Nikola,$368.20,2,10
206,Agnese,$231.29,10,2
207,Tiffani,$767.20,5,4
208,Kristoffer,$869.23,6,5
209,Zelda,$820.22,4,7
210,Kaja,$895.45,8,8
211,Bette-ann,$654.08,4,5
212,Kippy,$361.45,8,2
213,Olly,$171.21,5,10
214,Coop,$352.69,8,2
215,Neddy,$333.66,8,9
216,Amberly,$722.57,1,10
217,Dwain,$270.88,2,2
218,Myrle,$661.38,4,4
219,Sylvia,$950.55,2,9
220,Nolly,$301.35,10,8
221,Cam,$251.46,1,7
222,Roch,$564.76,4,1
223,Marna,$402.81,2,10
224,Sabina,$694.88,10,9
225,Osborne,$445.30,6,9
226,Kitty,$822.47,2,10
227,Byran,$929.21,1,6
228,Ignacius,$739.63,7,1
229,Jami,$859.68,6,9
230,Heall,$672.62,10,3
231,Si,$987.09,3,2
232,Dorisa,$552.87,5,9
233,Thedrick,$196.88,4,9
234,Lorelle,$358.34,9,1
235,Winfield,$710.47,6,4
236,Solly,$225.55,1,3
237,Ozzy,$39.34,4,3
238,Rebekkah,$908.94,8,4
239,Bronny,$714.22,8,1
240,Jake,$749.22,4,4
241,Maddalena,$725.85,10,3
242,Xylina,$806.45,6,7
243,Morna,$802.46,7,2
244,Chelsy,$389.42,3,1
245,Alexandro,$64.48,7,9
246,Glenn,$175.29,5,4
247,Fredi,$451.57,5,3
248,Hilario,$391.51,8,4
249,Humfrid,$191.20,3,7
250,Emelia,$117.13,6,10
251,Donavon,$603.42,4,5
252,Vivien,$800.13,4,4
253,Rozina,$222.40,10,4
254,Doralynn,$65.22,6,10
255,Auria,$840.91,1,9
256,Eilis,$959.74,2,9
257,Derrick,$440.25,5,3
258,Coretta,$833.11,8,1
259,Olympie,$131.58,9,1
260,Hestia,$5.97,6,1
261,Wren,$859.68,7,9
262,Gabrielle,$666.66,6,9
263,Karlotte,$534.26,9,6
264,Margette,$214.23,1,1
265,Rina,$951.92,9,7
266,Myrna,$754.38,9,6
267,Lyssa,$381.91,9,2
268,Godfrey,$611.11,5,10
269,Clara,$673.56,6,9
270,Alva,$921.08,7,2
271,Estel,$378.84,6,4
272,Tiffany,$427.90,6,1
273,Archaimbaud,$5.31,1,4
274,Daniella,$994.60,8,1
275,Miles,$124.72,7,10
276,Munmro,$314.69,10,9
277,Arie,$685.98,9,1
278,Lindsey,$206.83,10,7
279,Willamina,$842.99,7,7
280,Kendre,$458.28,2,2
281,Idalina,$217.85,1,7
282,Reidar,$0.46,5,7
283,Hi,$448.66,8,1
284,Eimile,$239.70,10,6
285,Ogdan,$740.57,6,1
286,Rolando,$138.07,4,7
287,Aliza,$481.39,7,5
288,Raynard,$940.02,8,1
289,Beverie,$971.43,7,2
290,Quintina,$220.80,2,4
291,Rudd,$832.73,9,10
292,Brien,$773.08,4,2
293,Ashli,$998.86,10,4
294,Fara,$812.50,2,1
295,Rosemaria,$630.88,8,6
296,Gerard,$437.26,9,4
297,Teador,$528.34,7,5
298,Corrianne,$157.40,4,8
299,Kean,$758.60,2,7
300,Toinette,$603.40,10,3
301,Frederique,$51.82,5,3
302,Hendrika,$0.82,1,1
303,Marty,$452.11,5,6
304,Jerad,$196.84,9,6
305,Noelani,$831.92,9,2
306,Evelyn,$346.73,7,5
307,Trish,$547.22,8,2
308,Etta,$375.01,4,8
309,Larissa,$501.97,2,8
310,Timmie,$595.92,7,4
311,Bobbette,$792.99,6,2
312,Odelia,$587.95,9,6
313,Cortney,$243.76,4,8
314,Tamara,$351.04,7,4
315,Lewiss,$717.90,5,9
316,Rosalynd,$488.38,9,9
317,Theo,$890.17,1,2
318,Kaleena,$995.17,1,3
319,Evaleen,$339.67,5,4
320,Zebulon,$245.46,3,2
321,Kellie,$195.98,7,7
322,Consuela,$18.38,2,4
323,Shea,$382.37,5,4
324,Sergent,$941.54,8,4
325,Shelagh,$810.18,5,9
326,Chaim,$846.76,10,10
327,Risa,$88.57,9,10
328,Cyndy,$263.18,5,8
329,Cletus,$847.48,1,10
330,Guillema,$146.68,8,8
331,Shermie,$25.70,7,5
332,Caesar,$934.07,3,4
333,Alphonso,$940.88,6,7
334,Kale,$499.75,6,5
335,Homer,$343.09,6,1
336,Clementius,$972.66,3,8
337,Birgitta,$136.93,6,5
338,Harwilll,$315.30,1,9
339,Gavra,$459.74,1,2
340,Maris,$893.04,3,1
341,Bliss,$44.14,1,6
342,Jean,$943.38,8,4
343,Terrel,$984.04,3,6
344,Petra,$710.63,2,10
345,Wye,$443.98,4,2
346,Chloe,$842.29,4,6
347,Ronny,$540.81,8,3
348,Danny,$812.14,2,10
349,Gerladina,$828.09,4,1
350,Antonetta,$69.11,2,7
351,Vickie,$745.92,4,2
352,Nat,$870.37,2,1
353,Phillie,$737.74,7,5
354,Willyt,$279.56,9,8
355,Emmery,$818.56,4,1
356,Ursulina,$660.23,7,4
357,Sande,$31.32,2,1
358,Collette,$331.61,7,5
359,Padriac,$154.69,5,9
360,Alysia,$599.50,9,9
361,Myrilla,$71.69,7,4
362,Tamas,$44.44,8,6
363,Engelbert,$782.53,3,7
364,Gus,$867.78,9,10
365,Philis,$410.93,1,3
366,Hebert,$938.21,10,3
367,Alie,$508.39,5,2
368,Cari,$944.92,7,7
369,Phillis,$183.80,7,8
370,Jyoti,$886.57,3,1
371,Ruperto,$527.55,9,10
372,Colly,$928.51,7,4
373,Daisi,$300.69,2,2
374,Taffy,$708.23,10,3
375,Felicdad,$383.52,9,1
376,Floyd,$661.48,8,8
377,Aimil,$665.51,4,6
378,Frederica,$176.45,10,3
379,Jenica,$667.15,10,5
380,Merwyn,$559.15,7,5
381,Donnamarie,$821.73,4,10
382,Norby,$261.78,3,7
383,Catie,$136.81,5,6
384,Rochester,$458.44,8,2
385,Robinetta,$504.85,1,1
386,Chastity,$660.81,8,5
387,Oralla,$569.48,8,1
388,Philippa,$519.99,3,3
389,Bernie,$589.20,2,8
390,Shanna,$782.39,2,7
391,Trisha,$21.99,5,9
392,Ashton,$710.12,2,4
393,Lib,$757.07,10,3
394,Ernie,$870.79,7,4
395,Niall,$290.43,5,6
396,Farica,$311.17,2,2
397,Lorain,$499.53,9,5
398,Rupert,$192.15,2,1
399,Raychel,$694.37,7,6
400,Heriberto,$123.10,4,9
401,Merill,$265.05,5,5
402,Robbert,$347.37,5,10
403,Harlene,$928.71,2,10
404,Madalena,$164.49,7,4
405,Dareen,$401.01,9,2
406,Maxy,$956.01,6,6
407,Brenna,$990.16,8,9
408,Ricki,$713.65,3,4
409,Marcellus,$154.75,4,9
410,Maxwell,$861.81,4,7
411,Peterus,$824.69,2,5
412,Terrie,$306.65,6,3
413,Ellene,$476.76,4,2
414,Thorpe,$981.98,4,8
415,Rosita,$676.27,7,1
416,Scarface,$319.18,6,8
417,Tammara,$994.16,8,2
418,Rosabella,$50.17,5,3
419,Armando,$536.92,8,9
420,Loralyn,$353.23,8,3
421,Durward,$867.41,5,6
422,Lynnet,$464.79,4,7
423,Iorgos,$485.18,5,9
424,Vaughan,$702.33,4,7
425,Christa,$767.03,7,10
426,Barris,$672.79,4,2
427,Betty,$357.88,5,8
428,Cory,$551.14,6,5
429,Montgomery,$559.36,2,9
430,Job,$960.66,3,4
431,Annelise,$2.70,3,10
432,Lucho,$61.44,6,4
433,Shaw,$919.73,9,1
434,Tansy,$240.14,8,6
435,Lesly,$424.64,3,7
436,Burke,$253.11,7,5
437,Kay,$426.27,10,10
438,Melony,$377.41,6,10
439,Enrico,$236.41,7,8
440,Constantine,$42.51,4,8
441,Lelah,$285.60,10,3
442,Crissy,$92.38,3,9
443,Lela,$685.19,8,10
444,Trescha,$293.78,5,9
445,Candace,$529.00,9,4
446,Nelli,$230.09,10,4
447,Wesley,$459.99,3,8
448,Patricia,$839.57,10,3
449,Bevan,$588.65,8,10
450,Georg,$508.44,5,4
451,Perren,$614.28,4,3
452,Beniamino,$364.16,5,8
453,Crosby,$689.14,10,6
454,Rancell,$844.61,1,5
455,Kelcie,$836.60,5,9
456,Rebecka,$640.25,8,10
457,Edithe,$905.84,9,7
458,Lemuel,$548.07,6,3
459,Nadean,$205.11,4,6
460,Gerhard,$740.96,5,10
461,Ami,$825.68,9,5
462,Niles,$680.82,7,10
463,Henrik,$168.15,10,5
464,Hunter,$626.89,10,3
465,Danice,$332.36,2,1
466,Abbi,$980.06,1,9
467,Frazer,$457.57,8,4
468,Terrijo,$751.31,1,3
469,Dagmar,$374.42,2,8
470,Teddy,$128.04,3,4
471,Corie,$411.53,10,7
472,Michaela,$356.31,7,9
473,Shadow,$287.16,9,10
474,Pris,$317.51,7,2
475,Clayborn,$297.54,6,3
476,Fredi,$246.52,6,7
477,Glyn,$503.44,10,4
478,Trix,$961.86,5,1
479,Sonnie,$944.50,5,5
480,Brittani,$941.13,3,9
481,Persis,$125.36,3,5
482,Rivi,$302.75,5,7
483,Babara,$127.57,7,10
484,Barry,$979.69,10,10
485,Mozelle,$80.68,5,8
486,Darrelle,$693.17,5,3
487,Dorisa,$136.06,4,10
488,Reamonn,$902.54,2,4
489,Donnie,$978.31,10,5
490,Cammy,$260.77,4,7
491,Hewett,$931.67,6,9
492,Alfi,$518.90,10,3
493,Vida,$331.41,6,10
494,Chrisse,$452.55,4,5
495,Efren,$308.69,3,8
496,Hebert,$913.44,9,7
497,Wash,$37.97,6,7
498,Borg,$690.58,4,7
499,Harald,$165.25,10,7
500,Davida,$723.79,5,6
501,Sancho,$50.25,3,5
502,Astrid,$249.03,2,4
503,Velvet,$34.14,8,8
504,Sammy,$112.74,10,1
505,Allys,$938.27,6,1
506,Rutherford,$34.41,5,5
507,Rachel,$328.09,1,5
508,Debee,$522.93,10,5
509,Abramo,$297.39,8,7
510,Eduardo,$732.00,10,10
511,Alene,$818.06,4,3
512,Mattheus,$268.71,2,8
513,Rodolfo,$812.84,10,2
514,Gratia,$893.24,3,8
515,Moria,$370.92,2,2
516,Lida,$338.93,8,2
517,Kellina,$353.89,9,8
518,Clary,$437.80,7,7
519,Annie,$723.34,5,8
520,Angelico,$651.44,4,2
521,Jeramey,$674.03,1,3
522,Ira,$68.89,9,4
523,Huntlee,$764.47,8,10
524,Lena,$188.27,3,1
525,Parsifal,$133.16,2,7
526,Beverly,$694.42,3,7
527,Natassia,$346.84,3,3
528,Jeremie,$276.87,9,9
529,Salomon,$608.70,3,2
530,Hunter,$512.60,4,8
531,Lyn,$930.50,2,9
532,Boy,$70.69,2,5
533,Natty,$702.11,8,8
534,Julius,$92.05,4,9
535,Blondell,$632.22,6,5
536,Kirbie,$853.05,6,10
537,Barty,$226.29,8,3
538,Morganne,$71.24,4,6
539,Haskell,$68.80,10,7
540,Cordie,$954.57,4,10
541,Amalie,$494.68,5,5
542,Olly,$907.59,9,6
543,Meredithe,$991.78,5,3
544,Neil,$310.86,9,4
545,Cosimo,$992.36,1,2
546,Torrin,$676.54,6,6
547,Jeromy,$711.93,8,10
548,Britt,$202.16,4,7
549,Jamie,$747.49,7,9
550,Ethelbert,$101.28,5,1
551,Ludovika,$832.12,9,4
552,Debera,$134.38,4,4
553,Ebony,$251.74,4,5
554,Noella,$358.37,6,3
555,Gottfried,$683.21,7,7
556,Devland,$511.48,3,8
557,Bevvy,$590.66,5,10
558,Annabella,$277.85,9,6
559,Gerty,$114.65,4,4
560,Demetris,$845.10,7,6
561,Ralf,$507.05,6,1
562,Artie,$337.43,8,8
563,Skip,$799.69,4,7
564,Latia,$495.80,8,7
565,Casar,$20.66,10,8
566,Durward,$99.77,3,3
567,Ariel,$2.48,2,1
568,Merwin,$896.66,7,10
569,Chloris,$615.67,5,3
570,Humfried,$482.22,6,6
571,Caryn,$454.30,1,6
572,Lamond,$343.99,3,9
573,Feliza,$40.69,1,4
574,Tate,$519.02,8,5
575,Tawsha,$703.46,7,5
576,Sidney,$374.51,4,5
577,Danica,$418.96,8,7
578,Laurena,$975.76,3,1
579,Fanchon,$710.24,8,2
580,Violet,$90.52,6,7
581,Arline,$314.22,8,5
582,Duncan,$844.42,8,7
583,Veronica,$630.18,8,2
584,Hartley,$166.56,6,1
585,Myriam,$582.16,6,10
586,Delilah,$318.58,6,1
587,Matty,$622.93,1,3
588,Kingston,$712.77,4,6
589,Sharleen,$634.68,8,1
590,Laurena,$12.65,8,10
591,Liz,$483.75,7,5
592,Broderick,$787.67,7,1
593,Sofia,$198.78,2,1
594,Gilbert,$150.15,1,8
595,Nicolette,$131.07,3,1
596,Barnard,$979.94,6,6
597,Thane,$139.29,10,1
598,Reina,$958.12,6,10
599,Marmaduke,$233.30,7,5
600,Mill,$101.01,3,7
601,Morry,$640.06,3,6
602,Mychal,$631.17,3,10
603,Sophia,$8.11,5,2
604,Arlen,$144.05,8,4
605,Sharona,$895.63,1,8
606,Gothart,$503.37,10,6
607,Delaney,$229.51,1,1
608,Phil,$35.59,5,10
609,Shawn,$466.57,3,3
610,Gracia,$663.72,1,5
611,Peta,$77.25,1,6
612,Stace,$677.18,8,8
613,Malvina,$996.19,8,6
614,Cherin,$609.92,4,10
615,Bronnie,$928.25,6,6
616,Hodge,$651.48,6,5
617,Felicdad,$455.58,9,3
618,Wally,$70.24,8,3
619,Jonathon,$255.47,5,8
620,Amalita,$209.51,7,8
621,Carrie,$245.97,4,4
622,Broddie,$998.74,5,9
623,Curt,$746.39,1,2
624,Franny,$289.88,8,10
625,Emalee,$511.55,9,5
626,Berti,$350.40,2,7
627,Lucila,$384.46,3,6
628,Byram,$958.74,3,10
629,Nanice,$655.68,9,2
630,Abbey,$870.63,1,5
631,Avrom,$696.44,9,3
632,Gal,$459.18,1,1
633,Joscelin,$860.65,9,5
634,Burch,$789.34,2,7
635,Zandra,$651.00,6,5
636,Marie-jeanne,$6.92,6,9
637,Rock,$918.93,3,3
638,Sibyl,$538.29,7,2
639,Jo-ann,$735.82,7,2
640,Sara-ann,$302.52,8,8
641,Sheridan,$310.93,2,8
642,Trixy,$640.68,10,2
643,Keelia,$739.04,8,6
644,Bobby,$437.82,2,10
645,Victoria,$83.41,2,5
646,Auberta,$887.45,9,1
647,Eugene,$306.17,8,3
648,Ethe,$949.49,8,6
649,Hurley,$472.90,1,5
650,Alexia,$917.58,2,4
651,Mala,$828.13,3,4
652,Maryann,$64.73,8,2
653,Zak,$318.46,1,4
654,Ricca,$354.24,2,4
655,Glyn,$803.48,10,9
656,Britt,$402.42,8,5
657,Concettina,$414.20,10,3
658,Marjy,$876.66,10,2
659,Levin,$337.10,5,9
660,Bette-ann,$677.14,7,5
661,Merralee,$662.07,2,6
662,Giffard,$886.98,5,3
663,Teena,$863.27,7,4
664,Anastasie,$118.32,8,6
665,Sally,$799.67,2,7
666,Sukey,$344.91,8,9
667,Harmonie,$777.27,3,9
668,Quinn,$619.11,7,7
669,Rebe,$996.00,2,1
670,Garth,$958.14,9,9
671,Tudor,$150.01,4,3
672,Lyndsey,$456.76,7,4
673,Jedd,$309.10,9,4
674,Cammy,$859.69,1,7
675,Dorthea,$153.12,4,7
676,Wendeline,$749.53,4,9
677,Rahel,$507.75,8,4
678,Gleda,$996.81,3,1
679,Stanleigh,$521.01,8,9
680,Claiborne,$624.16,4,8
681,Barry,$206.86,7,7
682,Earle,$674.75,5,9
683,Alfi,$349.43,8,2
684,Ahmad,$114.10,10,7
685,Chariot,$715.89,2,10
686,Karol,$85.31,5,4
687,Gayleen,$783.90,9,10
688,Gram,$169.02,9,2
689,Leroi,$845.39,8,2
690,Pia,$487.50,5,1
691,Rita,$565.16,9,5
692,Dulci,$678.97,1,2
693,Iosep,$146.39,8,5
694,Zolly,$109.56,2,9
695,Meris,$111.00,9,7
696,Abeu,$144.03,9,4
697,Teresita,$442.40,6,10
698,Ardenia,$939.46,2,7
699,Donaugh,$542.55,7,1
700,Karlyn,$517.80,7,10
701,Kinny,$70.19,7,10
702,Licha,$701.77,10,9
703,Bald,$202.62,6,3
704,Valery,$810.25,10,4
705,Manuel,$913.89,5,6
706,Bernhard,$275.73,6,1
707,Kettie,$185.78,3,8
708,Alta,$467.03,3,7
709,Fanya,$997.12,9,8
710,Ermentrude,$470.08,4,7
711,Nataniel,$377.30,3,5
712,Antonella,$414.84,3,7
713,Lancelot,$677.54,7,6
714,Leslie,$33.99,6,4
715,Walt,$92.00,3,10
716,Ardelle,$35.50,4,3
717,Tani,$61.72,7,3
718,Nowell,$612.66,6,9
719,Sallyann,$115.77,1,10
720,Burk,$615.63,1,9
721,Stacy,$230.21,1,9
722,Gabriele,$148.71,5,5
723,Rhody,$233.49,9,3
724,Dayna,$195.14,6,9
725,Cassandra,$469.06,4,6
726,Morten,$429.67,6,3
727,Rasia,$4.33,7,1
728,Elizabet,$257.77,2,6
729,Colleen,$823.22,7,2
730,Bordie,$413.15,5,7
731,Kristos,$607.44,4,6
732,Lillis,$96.99,4,5
733,Stacy,$172.23,7,8
734,Blanche,$789.96,10,9
735,Yehudit,$812.01,1,2
736,Lorianna,$342.62,5,3
737,Corrie,$267.92,8,2
738,Milty,$936.76,5,6
739,Charley,$954.09,8,6
740,Kele,$174.13,4,5
741,Thayne,$981.36,2,9
742,Danna,$900.90,8,2
743,Tabbatha,$363.44,2,8
744,Kellen,$696.33,1,9
745,Dale,$701.51,4,1
746,Smitty,$63.69,10,5
747,Ava,$758.55,2,6
748,Prue,$494.18,9,7
749,Reggy,$500.67,3,5
750,Mia,$460.59,8,5
751,Melinda,$491.60,6,4
752,Adriana,$101.56,4,10
753,Brigitte,$621.48,3,10
754,Yoshi,$700.45,2,4
755,Nissy,$201.30,5,1
756,Noach,$653.00,5,4
757,Wyndham,$185.26,9,6
758,Hy,$318.32,9,6
759,Myrtle,$262.49,5,3
760,Norry,$213.08,2,2
761,Sean,$84.08,3,6
762,Doralia,$803.87,4,6
763,Jaquith,$76.43,9,8
764,Alvira,$251.23,2,1
765,Eba,$326.79,1,5
766,Lorelei,$692.44,10,10
767,Pammi,$638.93,1,8
768,Evyn,$85.41,5,4
769,Idette,$665.10,6,1
770,Glori,$656.65,3,8
771,Aldrich,$518.95,9,9
772,Cordell,$514.81,7,8
773,Goddart,$173.69,2,3
774,Horacio,$202.24,4,8
775,Andriana,$628.62,8,7
776,August,$137.16,8,5
777,Marti,$742.77,5,10
778,Nerita,$659.48,9,9
779,Rogerio,$924.52,4,8
780,Erick,$609.94,10,6
781,Shanan,$559.51,7,9
782,Starlin,$464.82,4,3
783,Marysa,$864.26,1,1
784,Joly,$67.75,9,1
785,Sonnnie,$297.62,6,5
786,Thaine,$168.87,2,2
787,Eustace,$684.92,6,4
788,Regina,$504.91,10,8
789,Leticia,$454.55,4,5
790,Upton,$437.44,7,10
791,Misty,$762.59,1,4
792,Cthrine,$995.86,5,6
793,Sibyl,$317.53,1,3
794,Annmaria,$614.64,3,7
795,Augie,$780.24,7,6
796,Moses,$592.64,6,1
797,Mara,$408.24,3,3
798,Meredith,$992.85,5,10
799,Pablo,$755.50,6,5
800,Ennis,$492.29,2,1
801,Pearle,$793.79,1,7
802,Benedick,$73.30,2,2
803,Gael,$308.60,7,1
804,Quintus,$943.66,2,6
805,Hilary,$200.27,7,9
806,Hadley,$453.37,8,9
807,Maxim,$768.73,7,6
808,Becky,$950.16,8,4
809,Kati,$646.93,6,3
810,Florentia,$363.72,1,2
811,Berky,$757.34,8,1
812,Dion,$985.19,8,5
813,Ninetta,$681.42,7,5
814,Sioux,$274.45,3,3
815,Bondy,$367.66,1,7
816,Pancho,$366.93,7,9
817,Hanni,$84.25,8,2
818,Redford,$712.75,9,9
819,Josee,$571.64,6,7
820,Muffin,$188.74,7,6
821,Tootsie,$564.05,7,6
822,Aile,$894.99,9,2
823,Egan,$275.09,5,9
824,Nicki,$428.73,7,8
825,Grady,$162.07,9,4
826,Dory,$796.83,5,3
827,Leela,$616.08,8,6
828,Abey,$943.29,9,5
829,Dyna,$176.26,1,2
830,Mathe,$598.17,3,6
831,Dinnie,$566.86,5,3
832,Kaylyn,$747.30,3,9
833,Clementina,$299.12,8,1
834,Gery,$970.55,1,10
835,Colet,$985.08,3,4
836,Carmen,$522.22,5,7
837,Karisa,$207.06,1,5
838,Lyn,$845.19,6,5
839,Cosette,$180.02,4,4
840,Eugene,$851.97,8,4
841,Jerrie,$167.41,10,2
842,Madonna,$970.73,2,6
843,Talia,$201.39,8,7
844,Hansiain,$797.56,2,7
845,Maurits,$676.14,3,1
846,Casey,$681.38,5,3
847,Frannie,$97.12,4,3
848,Elbertina,$455.56,6,7
849,Darsey,$722.98,3,3
850,Bearnard,$156.24,8,2
851,Jannel,$156.11,10,5
852,Marta,$913.41,6,5
853,Kala,$170.90,4,7
854,Dag,$852.20,5,4
855,Moises,$155.18,6,2
856,Sher,$860.24,7,7
857,Fay,$869.86,8,7
858,Carlynn,$588.30,3,2
859,Catina,$960.55,1,5
860,Gasper,$549.54,2,1
861,Cullen,$124.04,4,8
862,Hermann,$172.45,9,10
863,Drucy,$841.64,8,4
864,Kerk,$902.86,3,2
865,Alaine,$23.60,7,7
866,Patricio,$76.83,7,4
867,Riordan,$895.20,3,4
868,Shepperd,$947.00,8,6
869,Clio,$664.64,5,8
870,Darda,$534.86,9,5
871,Perren,$476.44,10,9
872,Gareth,$817.88,1,9
873,Fidelio,$956.14,10,2
874,Charil,$970.72,2,7
875,Mikel,$980.69,2,5
